0.089;15.869;104.040;207.913;199.450;113.932;52.953;186.928;327.289;
0.090;19.083;110.242;216.970;207.422;114.007;56.025;192.874;335.643;
0.092;22.784;114.401;226.018;219.253;114.184;57.417;198.874;342.166;
0.094;26.891;117.498;233.978;232.666;115.144;57.082;204.543;345.914;
0.095;31.286;120.526;238.642;244.906;116.301;55.911;208.882;346.599;
0.097;35.274;124.400;238.783;254.821;117.403;55.067;211.683;345.138;
0.098;38.190;128.595;235.481;262.518;118.518;54.868;213.385;342.901;
0.100;40.036;131.891;232.371;268.812;119.188;55.218;214.515;340.705;
0.102;41.320;132.960;231.810;274.672;118.698;55.791;213.912;338.179;
0.103;42.805;131.594;232.501;281.760;116.393;56.646;210.746;334.401;
0.105;44.739;128.413;231.135;290.275;112.838;57.824;205.414;328.678;
0.106;47.199;124.854;225.510;299.460;109.948;58.736;199.399;320.970;
0.108;50.541;121.559;216.608;307.347;108.893;58.629;193.485;311.534;
0.110;54.482;118.024;206.872;312.648;108.351;57.199;187.579;300.634;
0.111;58.362;113.406;198.180;315.973;105.672;54.983;181.046;288.599;
0.113;61.487;107.109;190.581;318.522;99.494;53.296;173.941;275.708;
0.114;63.203;99.458;183.199;321.022;91.680;52.396;166.406;261.592;
0.116;63.662;91.297;174.920;323.975;85.442;50.920;157.915;245.790;
0.117;63.573;83.304;165.258;327.316;82.207;47.549;148.106;228.322;
0.119;62.779;75.037;153.649;330.628;81.025;42.260;137.274;210.259;
0.121;60.894;66.182;140.944;332.888;81.073;36.344;126.448;193.799;
0.122;57.336;57.179;128.958;332.348;82.606;31.817;117.315;180.644;
0.124;52.204;49.206;119.962;328.027;84.754;29.891;111.038;170.655;
0.125;46.166;43.949;114.300;321.002;85.134;30.192;106.894;162.647;
0.127;40.424;42.155;109.569;313.327;81.025;31.390;102.798;155.561;
0.129;35.342;42.467;103.378;306.626;72.960;31.693;97.316;149.794;
0.130;31.309;42.513;95.306;301.051;63.995;29.958;91.000;146.749;
0.132;28.213;41.157;87.011;295.925;58.212;26.041;85.876;147.487;
0.133;25.673;38.895;80.668;289.633;56.761;21.253;83.189;151.805;
0.135;23.156;36.796;77.849;281.661;57.882;17.550;83.122;158.383;
0.137;20.463;35.266;78.320;273.037;59.071;16.619;85.198;166.151;
0.138;17.366;33.963;81.542;265.005;59.076;18.249;89.023;175.337;
0.140;14.253;32.081;86.053;257.988;57.815;21.251;94.056;186.496;
0.141;11.248;29.920;90.277;251.000;56.498;23.201;98.300;199.341;
0.143;8.357;28.551;92.741;242.765;56.367;22.638;99.619;213.239;
0.144;5.732;28.874;93.818;233.321;58.234;19.660;97.902;227.438;
0.146;3.384;31.201;95.396;223.817;62.118;16.440;96.070;241.946;
0.148;1.725;35.057;99.285;215.648;66.803;15.228;97.365;257.130;
0.149;0.894;39.066;105.461;209.588;70.548;16.877;102.903;273.296;
0.151;0.687;42.214;112.999;205.596;71.943;19.516;110.996;289.954;
0.152;1.018;44.298;120.602;204.095;70.347;21.133;119.510;306.374;
0.154;1.676;45.844;127.518;205.315;67.153;20.525;127.564;322.639;
0.156;2.343;47.550;134.409;208.530;65.248;18.930;135.649;339.774;
0.157;2.512;49.700;143.102;213.099;67.013;18.186;144.151;358.237;
0.159;2.005;51.976;155.218;218.910;72.681;19.977;153.323;377.506;
0.160;1.073;54.633;170.348;226.587;79.765;24.166;162.953;396.442;
0.162;0.566;58.340;186.440;237.040;84.659;29.004;172.744;413.755;
0.163;0.763;63.654;201.344;250.528;85.928;31.792;182.249;428.958;
0.165;1.398;70.297;214.554;266.090;84.908;31.731;190.655;442.001;
0.167;1.958;77.486;227.436;281.970;84.389;30.345;197.916;453.064;
0.168;2.444;84.649;241.663;297.191;86.872;30.084;204.795;461.805;
0.170;2.981;91.971;257.462;311.505;92.521;31.770;212.081;467.936;
0.171;4.143;100.127;273.506;325.468;100.149;34.984;220.238;471.614;
0.173;5.667;109.946;287.969;340.098;107.783;38.368;228.957;473.258;
0.175;7.098;120.873;299.829;355.492;113.301;40.256;237.372;473.547;
0.176;8.703;131.662;309.276;370.764;115.951;40.187;245.225;473.218;
0.178;10.849;141.109;317.004;384.703;116.566;39.003;251.899;472.451;
0.179;13.765;148.823;323.910;396.003;117.663;37.869;256.648;471.469;
0.181;16.859;155.138;329.840;404.818;121.294;38.352;259.669;470.407;
0.183;18.991;160.579;333.772;412.438;127.400;41.634;262.439;468.970;
0.184;19.549;165.461;335.362;420.328;133.593;47.062;266.165;466.210;
0.186;19.066;170.176;334.670;428.974;137.168;53.576;270.330;460.841;
0.187;18.702;174.659;331.982;437.653;137.203;59.116;271.915;452.513;
0.189;19.390;178.741;328.174;444.984;135.548;61.451;268.472;442.086;
0.190;21.084;181.986;324.038;450.044;134.248;59.489;260.787;431.059;
0.192;23.686;184.046;319.264;452.582;134.446;54.639;252.367;420.127;
0.194;27.156;185.145;312.746;453.642;135.641;49.981;246.067;408.755;
0.195;31.504;185.883;302.963;454.211;136.052;48.401;241.629;396.534;
0.197;37.066;186.464;290.542;455.091;134.664;49.381;236.951;384.202;
0.198;43.458;185.859;277.493;456.315;131.735;50.638;230.797;372.408;
0.200;49.950;182.896;265.816;457.025;128.466;50.273;223.751;361.446;
0.202;56.006;177.375;255.841;455.862;125.617;48.430;217.172;351.006;
0.203;61.342;170.369;245.952;452.515;123.023;46.425;211.144;340.778;
0.205;65.881;163.017;234.403;447.454;119.878;45.122;204.886;330.638;
0.206;70.107;155.706;221.467;442.207;115.655;44.582;197.598;320.925;
0.208;74.314;147.942;208.359;437.600;110.108;44.685;188.884;311.932;
0.210;78.088;139.408;196.990;433.944;104.092;44.632;179.403;304.477;
0.211;81.250;130.504;188.007;430.340;99.076;43.203;170.158;299.594;
0.213;83.694;122.151;181.023;426.010;95.808;40.241;162.166;297.633;
0.214;85.691;114.815;174.990;420.658;94.035;36.300;156.648;297.762;
0.216;87.428;108.354;169.729;414.629;92.921;32.922;153.746;298.696;
0.217;89.328;102.298;166.025;408.302;91.609;31.496;152.371;300.388;
0.219;91.262;95.664;165.597;402.074;89.303;31.398;151.657;304.013;
0.221;93.500;88.597;169.023;395.681;85.895;30.869;151.218;310.242;
0.222;95.808;82.313;175.832;388.635;82.291;29.100;151.237;319.125;
0.224;97.715;78.277;184.315;380.883;80.062;26.647;152.377;330.140;
0.225;98.280;77.303;193.090;373.251;79.938;24.626;155.665;342.480;
0.227;96.575;78.914;201.244;367.165;81.572;23.749;161.236;355.741;
0.229;92.598;81.165;209.323;363.311;83.574;24.339;168.944;369.484;
0.230;87.025;82.896;218.678;361.713;84.830;27.624;177.809;382.948;
0.232;81.053;83.868;230.493;361.727;85.625;33.434;185.945;395.798;
0.233;75.316;85.091;245.838;362.955;86.778;39.673;192.084;408.248;
0.235;70.041;87.780;263.483;365.427;88.606;42.545;196.890;420.506;
0.237;64.988;92.933;279.110;369.073;91.287;39.935;202.353;432.275;
0.238;60.237;100.505;288.807;373.542;95.305;33.389;210.018;442.954;
0.240;56.081;109.450;292.397;378.523;100.625;27.507;219.159;452.221;
0.241;52.775;118.116;293.588;383.842;107.068;25.812;227.777;460.033;
0.243;49.692;126.285;297.611;389.343;113.450;28.757;234.472;466.799;
0.244;45.916;134.706;305.937;395.028;118.654;34.465;239.356;473.013;
0.246;41.450;144.459;315.676;400.909;122.336;41.251;244.107;479.079;
0.248;37.186;155.209;322.653;407.040;125.648;48.094;249.942;484.542;
0.249;34.117;166.042;325.170;413.233;129.583;53.464;256.278;488.682;
0.251;32.282;176.074;325.047;419.482;134.392;56.110;262.275;490.914;
0.252;31.068;185.067;324.969;425.604;138.721;55.906;266.777;491.342;
0.254;29.576;192.479;325.651;431.709;141.006;54.220;269.266;490.543;
0.256;27.791;197.920;325.930;437.599;140.767;53.023;270.234;489.267;
0.257;26.288;201.429;324.029;442.719;139.403;53.183;270.685;487.704;
0.259;25.331;203.929;319.601;446.916;139.399;53.894;270.959;485.531;
0.260;25.086;206.254;313.958;450.533;142.067;53.775;271.719;482.634;
0.262;26.017;208.186;308.524;453.980;146.257;52.758;272.870;478.894;
0.263;28.553;208.643;303.323;457.159;149.044;52.341;273.544;474.078;
0.265;32.515;206.949;296.599;458.979;148.639;53.360;272.930;468.367;
0.267;37.172;203.864;287.037;458.577;145.157;55.290;270.374;461.963;
0.268;41.838;200.768;275.284;456.481;140.533;57.161;266.134;454.673;
0.270;46.363;198.635;263.144;453.969;136.305;58.276;261.222;446.211;
0.271;50.836;197.964;251.818;451.860;132.735;58.837;256.366;436.093;
0.273;55.397;198.382;241.655;449.801;128.546;59.400;251.472;423.847;
0.275;59.941;198.215;231.885;446.743;123.079;59.552;246.008;410.034;
0.276;64.212;195.406;220.814;442.159;116.810;58.583;239.629;395.737;
0.278;68.234;189.378;206.969;436.233;111.208;56.058;232.209;381.968;
0.279;72.292;181.268;189.585;429.112;106.879;52.225;223.861;368.922;
0.281;76.624;173.240;169.871;420.782;103.708;47.812;214.666;356.380;
0.283;81.417;165.830;150.831;411.128;99.991;43.613;205.278;343.285;
0.284;86.585;157.572;135.773;400.807;94.618;39.864;196.096;328.717;
0.286;91.862;146.987;125.178;390.068;87.912;36.896;187.629;312.065;
0.287;97.018;134.698;117.089;378.348;81.204;34.921;179.357;293.534;
0.289;101.933;122.748;108.756;364.315;75.450;33.398;170.541;274.463;
0.290;106.531;112.338;99.236;347.669;71.100;31.663;160.658;256.786;
0.292;110.869;103.035;89.143;329.982;68.363;29.305;150.096;241.465;
0.294;114.475;93.851;79.940;313.449;67.619;25.994;140.090;228.101;
0.295;117.116;84.769;71.965;298.625;68.244;22.086;132.050;214.984;
0.297;118.489;76.535;65.127;284.098;67.837;18.334;126.180;201.024;
0.298;118.276;69.588;59.867;268.066;64.167;15.394;121.376;186.797;
0.300;116.747;62.661;56.936;250.311;58.394;13.437;115.999;173.605;
0.302;114.630;54.428;55.957;232.834;53.523;12.659;109.117;162.343;
0.303;112.245;45.122;55.367;217.414;51.165;13.124;100.924;152.494;
0.305;109.847;36.426;53.041;204.294;49.898;14.265;92.553;142.906;
0.306;107.243;30.355;49.705;191.403;47.114;14.707;84.938;133.108;
0.308;104.127;27.972;47.922;176.604;42.510;13.625;78.711;123.966;
0.310;100.514;28.257;49.484;159.235;38.643;11.041;73.984;116.427;
0.311;96.545;29.497;53.463;140.860;37.574;8.270;70.672;111.049;
0.313;92.442;30.566;57.141;124.000;39.427;7.011;68.144;107.313;
0.314;88.038;30.968;58.418;110.757;42.891;7.860;66.382;104.118;
0.316;83.232;30.007;58.163;101.244;46.321;9.922;65.378;100.557;
0.317;77.953;27.118;58.146;94.621;48.204;12.173;64.835;96.903;
0.319;71.929;22.159;59.112;89.942;46.667;13.591;64.327;93.541;
0.321;65.079;16.118;60.149;87.040;41.940;13.861;63.673;90.553;
0.322;57.849;11.053;60.599;86.334;36.529;13.595;62.782;88.017;
0.324;50.884;9.011;61.196;88.262;33.414;13.507;62.069;86.153;
0.325;44.717;10.104;63.286;92.063;33.880;13.745;61.756;85.494;
0.327;39.390;12.780;66.954;96.805;36.645;14.532;61.624;86.606;
0.329;34.630;15.054;70.860;101.800;39.901;15.493;61.618;89.297;
0.330;30.090;15.569;73.442;107.260;42.797;15.877;61.866;92.098;
0.332;25.795;14.353;74.807;113.292;45.063;15.580;62.645;93.865;
0.333;22.100;12.627;76.349;119.666;46.030;15.134;64.393;94.525;
0.335;19.031;11.852;79.608;126.128;45.160;15.158;66.884;95.166;
0.337;16.293;12.649;84.718;132.939;43.219;15.879;69.823;97.265;
0.338;13.628;15.022;90.432;140.234;42.365;16.582;72.737;101.864;
0.340;10.988;18.138;95.897;147.852;43.701;16.605;74.712;108.280;
0.341;8.750;21.247;101.031;155.379;47.655;16.283;75.463;115.207;
0.343;6.974;24.195;106.186;162.761;53.777;16.729;75.414;121.272;
0.344;5.557;26.979;111.759;170.260;60.082;18.867;75.518;125.737;
0.346;4.392;29.446;117.585;178.082;64.349;21.695;76.687;129.041;
0.348;3.520;31.328;123.390;185.991;64.999;23.366;78.984;132.580;
0.349;3.309;32.422;128.827;193.302;62.372;23.290;82.012;137.458;
0.351;3.920;33.083;133.275;199.899;59.225;22.352;85.270;144.138;
0.352;4.722;34.322;135.539;205.842;58.543;21.829;88.423;152.254;
0.354;5.336;36.372;135.513;211.470;61.158;22.328;91.655;160.817;
0.356;5.584;38.890;134.055;216.984;65.248;23.783;94.960;168.843;
0.357;5.946;41.354;133.201;222.011;67.931;25.572;98.182;175.701;
0.359;6.899;43.704;134.470;226.261;67.966;26.480;101.514;181.532;
0.360;8.187;45.937;138.199;229.588;65.806;25.831;104.675;186.894;
0.362;8.944;48.418;142.035;231.402;63.271;24.429;107.644;192.541;
0.363;8.819;51.533;142.983;231.830;62.224;23.619;110.492;198.818;
0.365;7.900;55.318;139.253;231.331;63.812;24.703;113.361;205.548;
0.367;7.006;59.938;132.120;230.498;67.554;27.607;116.109;211.820;
0.368;6.727;64.711;124.729;230.545;71.933;30.402;118.669;217.095;
0.370;7.368;68.823;119.836;231.535;74.998;31.209;120.787;221.466;
0.371;8.588;72.130;117.958;232.374;75.403;29.958;123.064;225.537;
0.373;10.084;75.190;117.721;231.212;73.018;27.668;126.422;229.379;
0.375;11.207;77.819;116.617;227.194;68.746;25.987;131.018;233.161;
0.376;11.745;80.021;112.963;220.989;64.489;25.868;135.195;236.788;
0.378;11.628;81.007;106.736;214.023;62.039;27.367;137.163;240.280;
0.379;11.292;80.396;98.705;207.018;61.817;29.900;135.888;243.282;
0.381;11.263;78.433;90.727;200.356;61.950;33.062;132.706;245.272;
0.383;11.850;75.593;84.470;193.573;60.338;35.932;129.823;246.056;
0.384;12.761;72.525;79.708;185.879;56.131;36.770;128.644;245.990;
0.386;13.569;70.062;75.266;176.992;51.065;34.438;128.849;245.404;
0.387;13.810;68.487;70.005;167.095;47.295;29.732;129.416;244.687;
0.389;13.715;67.926;63.782;157.183;45.698;25.160;129.050;243.746;
0.390;13.898;67.851;57.239;147.946;45.458;22.905;127.583;242.281;
0.392;14.696;67.251;51.429;140.175;45.303;23.224;125.425;240.104;
0.394;16.589;65.475;47.620;134.947;44.962;24.194;122.727;236.998;
0.395;19.201;62.486;46.754;132.265;44.622;24.249;119.474;232.456;
0.397;22.140;58.725;48.602;129.777;44.065;23.277;115.917;226.463;
0.398;24.800;55.215;50.931;123.817;42.833;22.634;112.264;219.932;
0.400;26.616;52.226;50.889;111.746;41.764;22.862;108.404;213.962;
0.402;27.741;49.293;47.541;95.309;41.366;24.107;104.431;209.363;
0.403;28.851;45.763;42.593;80.148;41.152;26.163;100.542;205.601;
0.405;30.124;41.551;38.851;70.658;39.882;27.622;96.632;200.729;
0.406;31.395;37.217;37.001;66.472;37.721;26.639;92.780;193.265;
0.408;32.028;33.827;35.266;63.076;35.510;22.609;89.145;183.141;
0.410;31.644;31.731;32.107;57.354;34.590;17.002;85.512;171.857;
0.411;31.199;30.636;27.781;49.634;34.920;12.520;81.848;161.690;
0.413;31.487;29.764;23.898;42.138;35.667;10.808;78.523;153.418;
0.414;32.918;28.868;21.869;36.677;35.709;11.233;75.556;146.221;
0.416;35.378;27.708;21.458;33.555;34.840;12.357;72.615;138.760;
0.417;38.274;26.146;22.874;32.227;33.378;13.572;69.620;130.065;
0.419;40.816;23.797;25.767;32.226;31.896;15.005;66.538;120.604;
0.421;42.678;20.748;29.108;32.766;30.539;16.685;63.446;111.511;
0.422;43.800;17.052;30.893;32.846;29.743;18.027;60.191;103.723;
0.424;44.400;13.473;29.710;31.321;29.559;18.083;56.616;97.937;
0.425;44.501;10.239;26.032;28.409;29.223;17.000;52.509;93.553;
0.427;43.871;7.619;22.438;25.899;27.986;15.430;48.351;89.540;
0.429;42.245;6.368;20.759;25.185;26.174;13.375;45.129;84.899;
0.430;40.059;7.228;21.311;25.848;24.545;11.132;43.961;79.006;
0.432;38.185;9.511;22.197;26.199;24.224;9.376;44.651;72.348;
0.433;37.216;11.657;21.778;24.769;25.896;8.910;46.006;66.023;
0.435;37.075;12.417;20.201;21.936;29.239;10.143;46.339;60.932;
0.437;37.518;11.799;18.932;19.694;32.498;12.549;45.133;57.509;
0.438;38.006;10.994;19.844;20.541;33.747;14.698;42.984;55.223;
0.440;38.284;11.160;23.804;24.857;32.244;15.656;40.994;52.948;
0.441;37.928;11.732;29.066;30.129;29.985;15.271;39.938;50.264;
0.443;36.633;11.448;32.693;33.211;29.508;14.046;39.884;46.971;
0.444;34.502;9.425;33.064;32.926;31.712;12.696;40.164;43.545;
0.446;32.060;6.080;30.507;30.650;35.160;11.512;40.342;40.981;
0.448;29.637;3.232;27.006;29.058;37.200;10.174;39.851;40.159;
0.449;27.542;2.529;24.312;29.920;36.165;8.486;38.678;41.032;
0.451;25.765;4.370;22.892;32.534;32.557;6.753;37.488;42.386;
0.452;24.260;7.816;21.987;34.039;28.511;5.389;37.325;42.635;
0.454;22.742;11.277;20.973;32.232;25.965;5.437;38.225;41.154;
0.456;20.839;13.725;20.042;27.745;25.290;7.157;39.738;38.553;
0.457;18.811;15.494;20.032;24.228;25.985;10.056;40.909;36.262;
0.459;17.208;16.461;21.576;25.088;27.383;12.915;41.562;35.496;
0.460;16.405;16.774;25.056;30.858;28.503;14.453;41.627;36.260;
0.462;16.365;16.020;29.660;38.618;28.971;14.380;41.548;37.458;
0.463;16.696;14.196;33.663;44.817;28.799;12.703;41.248;37.972;
0.465;16.676;11.547;35.161;48.059;28.281;10.100;41.175;37.173;
0.467;16.433;8.807;34.365;49.712;28.086;7.808;41.755;35.357;
0.468;16.016;6.587;32.830;50.883;28.751;6.606;43.477;33.425;
0.470;15.169;5.736;32.445;51.750;29.921;6.334;45.460;32.450;
0.471;13.758;5.904;33.507;52.136;30.674;6.877;46.118;33.231;
0.473;12.069;6.973;34.986;52.178;29.995;7.488;44.153;35.591;
0.475;10.496;8.706;35.478;52.206;28.083;8.107;40.428;38.612;
0.476;9.521;10.885;35.172;52.007;25.997;9.279;37.240;40.752;
0.478;9.522;13.295;35.215;51.261;24.875;11.207;36.338;40.893;
0.479;10.226;15.068;36.933;50.976;25.070;13.150;37.153;39.550;
0.481;11.367;14.968;39.967;52.672;26.784;13.933;38.068;38.320;
0.483;12.662;13.483;43.365;57.345;29.573;12.672;38.358;37.975;
0.484;13.974;11.978;45.813;64.202;32.111;9.808;38.851;38.660;
0.486;15.109;11.499;46.308;70.735;33.004;7.041;40.113;39.574;
0.487;16.016;11.735;44.761;74.179;32.421;6.142;41.902;40.290;
0.489;16.447;11.595;42.265;73.508;32.521;7.902;43.324;41.074;
0.490;16.065;10.684;40.215;69.515;34.915;11.205;44.121;41.975;
0.492;14.709;10.105;40.044;64.547;39.166;13.748;44.909;42.952;
0.494;12.882;11.272;41.502;61.426;42.535;13.704;45.745;44.122;
0.495;11.556;14.274;42.684;61.593;42.191;11.376;45.592;45.739;
0.497;11.126;17.570;41.601;63.846;37.312;9.575;44.024;48.167;
0.498;11.460;19.405;38.232;65.350;30.396;10.301;41.783;50.976;
0.500;12.295;19.212;34.466;64.003;24.449;13.369;40.567;53.350;
0.502;13.218;18.094;32.773;60.284;21.606;16.745;41.216;54.860;
0.503;14.457;17.578;34.295;56.684;22.445;18.049;43.074;55.519;
0.505;15.853;18.184;37.555;55.246;25.993;16.621;45.093;55.644;
0.506;16.453;18.975;40.085;56.531;30.020;13.864;46.801;55.800;
0.508;15.900;18.651;40.398;59.056;32.936;11.427;48.161;56.645;
0.510;14.691;17.133;38.283;60.801;34.570;10.585;49.340;58.160;
0.511;13.257;15.355;34.802;60.439;35.780;11.628;50.293;60.060;
0.513;12.411;14.461;31.401;57.086;36.656;14.333;51.407;61.765;
0.514;12.233;14.883;28.848;51.162;36.145;17.359;52.921;62.900;
0.516;12.569;16.281;27.210;44.768;33.285;18.641;54.457;63.921;
0.517;13.324;18.490;25.462;40.273;28.651;17.449;54.896;65.873;
0.519;14.187;21.305;23.366;38.193;24.047;14.504;53.736;69.138;
0.521;14.407;24.125;21.953;36.499;21.309;11.638;52.515;73.237;
0.522;13.838;26.019;21.625;33.023;20.348;10.448;53.598;76.783;
0.524;12.855;26.151;22.402;27.675;20.145;11.132;56.984;79.084;
0.525;12.375;24.449;23.963;22.189;20.584;12.822;59.946;80.075;
0.527;12.566;21.903;25.973;19.244;22.395;14.037;59.678;80.320;
0.529;12.997;19.463;27.924;19.701;25.238;14.199;56.386;80.737;
0.530;13.154;17.910;29.161;22.342;27.723;14.667;53.091;81.590;
0.532;13.252;17.052;28.426;25.229;27.969;16.396;52.405;82.772;
0.533;13.558;16.176;25.772;26.522;25.658;19.073;54.598;84.128;
0.535;14.187;14.621;22.875;24.583;23.125;21.104;57.702;85.144;
0.537;14.452;12.996;21.730;19.777;23.006;20.122;59.784;85.346;
0.538;13.939;12.419;21.720;14.376;25.331;15.776;60.196;84.744;
0.540;12.788;13.710;20.577;11.313;27.455;10.671;58.706;83.659;
0.541;11.853;16.711;16.597;11.280;26.424;7.341;55.344;83.008;
0.543;11.857;19.766;11.043;12.787;22.290;6.916;51.052;83.489;
0.544;13.137;20.794;6.809;13.313;18.057;8.588;47.135;84.749;
0.546;15.271;19.427;6.139;11.751;16.438;10.575;44.908;85.569;
0.548;17.463;16.462;8.848;8.783;17.605;11.677;44.583;84.895;
0.549;18.486;12.838;13.473;6.935;20.218;11.745;45.203;82.948;
0.551;17.339;9.664;17.739;7.834;22.955;10.983;45.835;80.649;
0.552;14.469;7.381;20.008;11.127;25.163;9.870;45.794;78.584;
0.554;11.349;6.031;19.294;14.701;26.169;8.523;44.935;76.678;
0.556;9.686;5.555;16.374;16.778;25.442;7.600;43.576;74.376;
0.557;10.525;5.889;12.962;16.624;23.468;7.735;42.130;71.334;
0.559;13.217;6.898;10.653;15.513;21.740;9.250;40.947;67.945;
0.560;15.928;8.867;9.415;14.512;21.249;11.139;40.067;64.419;
0.562;17.462;11.514;8.560;14.070;21.066;12.129;38.966;60.839;
0.563;17.416;13.770;7.469;13.248;19.317;11.079;37.345;57.346;
