0,214;0,151;1,320;0,631;0,761;0,589;
0,216;0,352;1,161;1,121;0,726;1,105;
0,218;0,532;1,061;1,496;0,802;1,563;
0,220;0,595;1,041;1,707;0,812;2,019;
0,223;0,760;1,180;1,905;1,057;2,576;
0,225;1,185;1,478;2,210;1,551;3,417;
0,227;1,490;1,745;2,825;2,163;4,850;
0,230;1,669;1,820;3,314;2,793;6,292;
0,232;1,627;1,806;3,583;3,423;7,362;
0,234;1,355;2,068;3,637;4,116;8,055;
0,236;1,101;2,387;3,701;4,897;8,288;
0,239;1,002;2,698;3,914;5,616;8,655;
0,241;0,982;3,120;4,338;6,195;9,378;
0,243;1,317;3,581;4,757;6,847;10,682;
0,245;1,682;4,049;4,955;7,792;12,314;
0,248;2,041;4,380;5,325;9,289;13,954;
0,250;2,509;4,414;6,236;11,112;15,197;
0,252;2,691;4,597;7,660;12,955;16,470;
0,255;2,584;5,195;9,150;14,640;18,005;
0,257;2,462;5,905;10,496;16,116;20,091;
0,259;2,513;6,639;11,532;17,299;22,494;
0,261;3,027;7,351;12,551;18,458;25,047;
0,264;4,024;8,180;13,790;19,774;27,768;
0,266;4,885;9,266;15,147;21,398;30,735;
0,268;5,392;10,519;16,485;23,235;33,804;
0,270;5,663;11,642;17,686;25,480;37,330;
0,273;5,923;12,590;19,105;28,198;41,101;
0,275;6,376;13,435;20,853;31,430;45,283;
0,277;7,083;14,640;23,126;35,214;50,335;
0,280;8,044;16,209;25,786;39,678;56,319;
0,282;8,907;18,131;28,915;44,713;62,930;
0,284;9,792;20,363;32,344;50,479;70,296;
0,286;10,854;22,729;36,204;56,673;78,086;
0,289;12,094;25,299;40,464;63,206;86,272;
0,291;13,567;28,383;45,170;70,054;94,709;
0,293;15,331;31,852;49,941;77,132;103,118;
0,295;17,119;35,604;55,001;84,062;111,242;
0,298;18,810;39,303;60,188;90,778;118,821;
0,300;20,441;42,828;65,487;96,963;125,436;
0,302;21,959;46,319;70,999;102,477;130,620;
0,305;23,492;49,765;76,330;107,227;134,184;
0,307;25,107;52,945;81,000;110,906;136,314;
0,309;26,574;55,815;84,996;113,306;136,996;
0,311;28,128;58,417;87,758;114,551;136,479;
0,314;29,628;60,623;89,392;114,537;134,458;
0,316;31,069;62,188;90,043;112,965;130,753;
0,318;32,412;62,767;89,523;109,907;125,573;
0,320;33,342;62,055;87,882;105,624;119,093;
0,323;33,389;60,474;85,386;100,415;111,415;
0,325;33,084;58,538;81,993;94,480;103,002;
0,327;32,428;56,140;77,857;87,987;94,158;
0,330;31,357;53,427;72,971;80,757;85,166;
0,332;30,103;50,142;67,616;73,077;76,238;
0,334;28,638;46,239;62,073;65,416;67,496;
0,336;26,789;42,308;56,416;58,086;59,121;
0,339;24,775;38,271;50,675;51,022;51,157;
0,341;22,629;33,830;44,750;44,324;43,631;
0,343;20,284;29,312;38,577;37,905;36,708;
0,345;18,016;25,075;32,740;31,916;30,429;
0,348;15,908;21,214;27,836;26,481;24,975;
0,350;13,993;17,996;23,821;21,882;20,365;
0,352;12,178;15,025;20,536;17,850;16,393;
0,355;10,526;12,195;17,647;14,463;13,155;
0,357;9,176;9,886;14,703;11,918;10,672;
0,359;7,992;8,227;11,943;9,810;8,759;
0,361;6,966;6,821;9,605;7,848;7,324;
0,364;6,070;5,512;7,784;6,388;5,968;
0,366;5,149;4,155;6,391;5,240;4,512;
0,368;4,198;2,967;5,532;4,314;3,463;
0,370;3,504;2,393;4,725;3,681;2,661;
0,373;3,080;2,301;3,863;3,033;2,164;
0,375;2,826;2,306;2,920;2,299;1,843;
0,377;2,668;2,242;2,099;1,953;1,432;
0,380;2,533;1,981;1,426;1,813;1,008;
0,382;2,353;1,396;1,169;1,717;0,678;
0,384;2,192;0,847;1,294;1,542;0,333;
0,386;2,105;0,340;1,524;1,308;0,063;
0,389;1,815;0,000;1,629;1,305;0,033;
0,391;1,456;0,040;1,459;1,517;0,290;
0,393;1,272;0,271;0,923;1,749;0,690;
0,395;1,243;0,455;0,240;1,727;0,869;
0,398;1,178;0,539;0,048;1,220;0,811;
0,400;0,921;0,306;0,000;0,896;0,590;
0,402;0,601;0,000;0,001;1,389;0,309;
0,405;0,159;0,025;0,070;2,384;0,046;
0,407;0,000;0,324;0,296;3,377;0,000;
0,409;0,192;0,571;0,658;3,419;0,120;
0,411;0,640;0,551;0,976;2,314;0,217;
0,414;0,891;0,413;0,969;0,949;0,398;
0,416;1,025;0,220;0,618;0,201;0,439;
0,418;0,719;0,015;0,341;0,000;0,455;
0,420;0,383;0,057;0,330;0,131;0,489;
0,423;0,243;0,238;0,736;0,353;0,630;
0,425;0,250;0,643;1,245;0,412;0,821;
0,427;0,316;1,034;1,693;0,565;1,119;
0,430;0,636;1,260;1,911;0,627;1,204;
0,432;1,017;1,019;1,875;0,459;1,121;
0,434;1,309;0,450;1,692;0,153;0,931;
0,436;1,429;0,000;1,567;0,028;0,665;
0,439;1,605;0,028;1,533;0,152;0,493;
0,441;1,750;0,467;1,553;0,739;0,507;
0,443;2,146;1,144;1,497;1,065;0,606;
0,445;2,347;1,469;1,409;1,226;0,774;
0,448;2,126;1,398;1,453;1,338;1,242;
0,450;1,748;1,086;1,364;1,378;1,572;
0,452;1,462;0,880;1,460;1,557;1,445;
0,455;1,251;1,108;1,810;1,862;1,214;
0,457;1,474;1,366;2,072;1,821;1,084;
0,459;1,962;1,306;2,443;1,466;0,907;
0,461;2,444;1,131;2,553;1,083;0,967;
0,464;2,838;1,208;2,141;0,777;1,090;
0,466;2,838;1,410;1,647;0,835;1,091;
0,468;2,467;1,687;1,175;1,279;1,172;
0,470;2,066;1,625;0,881;1,747;1,457;
0,473;1,820;1,368;1,112;1,753;1,598;
0,475;1,676;1,075;1,412;1,338;1,712;
0,477;1,571;1,011;1,309;0,737;1,692;
0,480;1,480;0,851;1,201;0,230;1,679;
0,482;1,484;0,643;0,853;0,127;1,677;
0,484;1,485;0,348;0,560;0,508;1,601;
0,486;1,403;0,243;0,661;1,008;1,398;
0,489;1,386;0,356;0,994;1,337;1,056;
0,491;1,559;0,628;1,235;1,454;0,638;
0,493;1,689;0,730;1,538;1,161;0,502;
0,495;1,782;0,824;1,643;0,504;0,482;
0,498;1,658;0,875;1,673;0,058;0,459;
0,500;1,347;0,786;1,647;0,058;0,646;
0,502;1,189;0,749;1,570;0,227;0,779;
0,505;1,455;0,917;1,595;0,572;0,908;
0,507;1,943;1,038;1,615;0,599;1,160;
0,509;2,157;1,377;1,790;0,267;1,517;
0,511;1,993;1,531;1,839;0,123;1,762;
0,514;1,596;1,276;1,717;0,319;1,871;
0,516;1,215;1,052;1,309;0,604;1,590;
0,518;1,282;0,831;0,996;0,850;1,173;
0,520;1,793;0,640;1,030;0,884;0,611;
0,523;2,096;0,632;1,452;0,797;0,209;
0,525;1,963;0,642;1,712;0,935;0,000;
0,527;1,619;0,600;1,762;1,169;0,025;
0,530;1,113;0,734;1,508;1,255;0,163;
0,532;0,725;0,771;1,384;1,052;0,559;
0,534;0,627;0,600;1,287;0,985;0,978;
0,536;0,850;0,301;1,131;0,836;1,208;
0,539;1,417;0,121;0,827;0,764;1,466;
0,541;2,216;0,158;0,590;0,790;1,577;
0,543;2,708;0,293;0,776;0,579;1,294;
0,545;2,772;0,505;1,231;0,113;1,004;
0,548;2,325;0,655;1,495;0,000;0,757;
0,550;1,775;0,616;1,740;0,176;0,359;
0,552;1,489;0,710;1,675;0,564;0,138;
0,555;1,573;1,026;1,520;0,986;0,003;
0,557;1,726;1,310;1,214;1,078;0,000;
0,559;2,163;1,497;0,600;0,827;0,298;
0,561;2,370;1,458;0,000;0,703;0,690;
0,564;2,449;1,016;0,054;0,829;0,946;
0,566;2,350;0,559;0,336;1,254;0,905;
0,568;2,031;0,195;0,717;1,545;0,659;
0,570;1,338;0,000;0,890;1,587;0,457;
0,573;0,560;0,031;0,758;1,412;0,520;
0,575;0,000;0,138;0,350;1,246;0,892;
0,577;0,127;0,420;0,098;0,976;1,371;
0,580;0,663;0,827;0,103;0,898;1,630;
0,582;1,368;1,018;0,204;0,674;1,562;
0,584;1,909;1,070;0,404;0,360;1,161;
0,586;2,158;1,170;0,663;0,225;0,622;
0,589;2,064;1,118;0,977;0,263;0,369;
0,591;1,602;1,146;1,361;0,387;0,524;
0,593;0,763;1,132;1,791;0,633;0,955;
0,595;0,264;0,944;2,030;0,695;1,362;
0,598;0,141;0,466;1,863;0,652;1,438;
0,600;0,519;0,116;1,335;0,473;1,195;
0,602;1,012;0,000;0,669;0,321;1,012;
0,605;1,110;0,208;0,282;0,413;1,039;
0,607;1,009;0,531;0,001;0,666;1,009;
0,609;1,224;0,960;0,152;0,989;0,841;
0,611;1,567;1,085;0,596;1,131;0,548;
0,614;2,011;1,026;1,097;0,858;0,465;
0,616;2,360;0,837;1,554;0,549;0,509;
0,618;2,454;0,779;1,906;0,487;0,672;
0,620;2,430;0,774;1,673;0,444;0,653;
0,623;2,126;0,844;1,111;0,525;0,644;
0,625;1,732;1,065;0,507;0,457;0,632;
0,627;1,234;1,154;0,232;0,466;0,665;
0,630;1,089;1,078;0,379;0,496;0,391;
0,632;1,312;1,026;0,852;0,633;0,099;
0,634;1,650;1,048;1,353;0,505;0,000;
0,636;1,703;1,190;1,611;0,234;0,381;
0,639;1,661;1,362;1,683;0,000;0,850;
0,641;1,405;1,422;1,636;0,149;1,239;
0,643;1,263;1,316;1,326;0,433;1,070;
0,645;1,259;0,980;0,933;0,677;0,831;
0,648;1,243;0,872;0,636;0,598;0,512;
0,650;1,179;0,934;0,446;0,285;0,479;
0,652;1,092;0,925;0,530;0,144;0,466;
0,655;0,993;1,039;0,712;0,344;0,512;
0,657;0,821;1,013;0,758;0,581;0,515;
0,659;0,779;0,926;0,824;0,731;0,833;
0,661;0,917;1,011;0,930;0,646;1,060;
0,664;1,047;0,917;0,958;0,377;1,092;
0,666;1,151;0,476;0,851;0,176;0,811;
0,668;1,215;0,050;0,643;0,175;0,500;
0,670;1,337;0,000;0,640;0,308;0,149;
0,673;1,355;0,505;1,036;0,466;0,105;
0,675;1,240;1,431;1,397;0,536;0,248;
0,677;0,896;2,373;1,599;0,598;0,312;
0,680;0,679;2,668;1,494;0,539;0,089;
0,682;0,730;2,506;1,408;0,320;0,000;
0,684;1,074;2,293;1,451;0,073;0,043;
0,686;1,462;1,915;1,297;0,000;0,245;
0,689;1,652;1,454;0,860;0,065;0,488;
0,691;1,624;1,201;0,454;0,219;0,680;
0,693;1,463;0,972;0,093;0,213;0,563;
0,695;1,211;0,860;0,000;0,139;0,444;
0,698;0,750;0,875;0,073;0,000;0,520;
0,700;0,326;0,845;0,192;0,106;0,464;
0,702;0,085;0,721;0,427;0,432;0,218;
0,705;0,082;0,629;0,545;0,693;0,027;
0,707;0,276;0,483;0,401;0,610;0,000;
0,709;0,259;0,453;0,192;0,373;0,415;
0,711;0,036;0,495;0,383;0,035;1,076;
0,714;0,000;0,625;0,803;0,000;1,472;
0,716;0,107;0,781;1,184;0,094;1,336;
0,718;0,253;0,978;1,308;0,428;0,976;
0,720;0,444;0,926;1,064;0,589;1,021;
0,723;0,238;0,985;0,608;0,508;1,604;
0,725;0,000;1,302;0,306;0,361;2,179;
0,727;0,000;1,742;0,170;0,377;2,296;
0,730;0,043;2,016;0,000;0,435;2,127;
0,732;0,168;1,950;0,000;0,330;1,864;
0,734;0,312;1,414;0,241;0,175;2,014;
0,736;0,401;0,706;0,645;0,000;2,477;
0,739;0,634;0,362;1,087;0,000;2,759;
0,741;0,982;0,319;1,410;0,054;2,846;
0,743;1,366;0,149;1,461;0,264;3,177;
0,745;1,711;0,000;1,209;0,556;3,598;
0,748;1,767;0,083;1,025;0,946;4,000;
0,750;1,570;0,196;0,774;1,335;4,291;
0,752;1,318;0,474;0,405;1,718;4,659;
0,755;1,136;0,642;0,096;1,821;5,107;
0,757;1,242;0,598;0,122;1,805;5,751;
0,759;1,300;0,424;0,269;1,923;6,436;
0,761;1,030;0,586;0,560;2,048;6,871;
0,764;0,393;0,885;0,751;2,431;7,103;
0,766;0,000;1,119;0,935;2,791;7,571;
0,768;0,054;1,341;1,221;3,120;8,350;
0,770;0,657;1,479;1,579;3,619;9,391;
0,773;1,122;1,566;2,075;4,216;10,449;
0,775;1,175;2,016;2,308;4,990;11,280;
0,777;0,684;2,353;2,175;5,774;12,120;
0,780;0,153;2,203;2,117;6,506;13,167;
0,782;0,000;1,805;2,321;7,389;14,795;
0,784;0,149;0,996;2,520;8,570;16,719;
0,786;0,242;0,250;2,773;9,883;18,434;
0,789;0,291;0,014;2,736;11,371;19,978;
0,791;0,472;0,000;2,417;12,504;21,402;
0,793;0,633;0,059;2,168;13,585;22,722;
0,795;0,739;0,283;2,088;14,611;24,171;
0,798;0,822;0,370;2,298;16,080;25,682;
0,800;0,817;0,214;2,945;18,121;26,890;
0,802;0,855;0,272;3,869;20,326;27,700;
0,805;1,135;0,352;4,593;22,229;28,039;
0,807;1,591;0,587;5,123;24,006;28,002;
0,809;1,868;0,855;5,420;25,719;27,924;
0,811;1,867;1,217;5,747;27,617;28,154;
0,814;1,661;1,413;6,097;30,029;28,508;
0,816;1,520;1,667;6,190;32,806;28,741;
0,818;1,670;1,779;6,148;36,272;28,571;
0,820;2,089;1,939;6,312;40,779;28,077;
0,823;2,421;1,868;6,942;46,185;27,414;
0,825;2,534;1,613;8,143;51,470;26,786;
0,827;2,369;1,582;9,629;55,442;26,479;
0,830;2,316;2,050;10,736;57,333;26,394;
0,832;2,811;2,779;11,424;57,359;26,083;
0,834;3,769;3,671;11,815;56,225;25,661;
0,836;4,864;4,097;12,190;54,905;24,957;
0,839;5,629;3,772;12,950;53,614;23,926;
0,841;5,839;3,494;14,276;52,238;22,807;
0,843;5,713;3,449;15,572;50,545;21,606;
0,845;5,635;3,805;16,525;48,626;20,545;
0,848;6,055;4,666;17,305;46,900;19,818;
0,850;6,820;5,617;18,204;45,583;19,167;
0,852;7,705;6,581;19,750;44,691;18,429;
0,855;8,823;7,852;22,356;43,912;17,436;
0,857;10,119;9,320;26,026;42,643;16,423;
0,859;11,801;11,218;30,333;40,962;15,480;
0,861;14,522;13,766;34,009;39,182;14,668;
0,864;18,245;16,380;35,583;37,334;13,991;
0,866;21,992;18,773;34,704;35,761;13,254;
0,868;24,657;20,218;31,761;34,386;12,648;
0,870;24,713;19,990;27,980;32,907;12,689;
0,873;22,413;18,080;24,774;31,336;13,286;
0,875;19,151;15,513;22,743;29,747;14,256;
0,877;16,212;13,017;21,525;27,715;14,818;
0,880;14,209;11,429;20,963;25,353;14,265;
0,882;13,139;10,792;20,479;23,004;12,744;
0,884;12,465;10,747;19,769;20,796;10,842;
0,886;12,209;10,699;18,835;18,766;8,926;
0,889;12,176;10,676;17,939;17,170;7,497;
0,891;12,134;10,434;17,037;15,646;6,420;
0,893;11,814;10,022;16,275;13,908;5,595;
0,895;11,257;9,332;15,329;12,252;4,858;
0,898;10,626;8,256;14,445;10,719;4,154;
0,900;10,149;7,175;13,559;9,408;3,375;
0,902;9,847;6,325;12,727;8,361;2,865;
0,905;9,684;5,853;11,871;7,481;2,591;
0,907;9,379;5,628;11,035;6,280;2,322;
0,909;9,131;5,331;10,181;5,168;2,061;
0,911;8,659;4,664;9,454;4,374;1,875;
0,914;8,146;4,229;8,765;3,863;1,983;
0,916;7,471;3,954;7,935;3,451;2,308;
0,918;6,648;3,869;7,071;2,820;2,475;
0,920;5,849;3,892;6,252;1,829;2,105;
0,923;5,358;3,753;5,722;0,840;1,572;
0,925;5,145;3,281;5,388;0,239;0,894;
0,927;4,975;2,497;5,055;0,000;0,404;
0,930;4,590;1,787;4,187;0,000;0,115;
0,932;3,879;1,132;3,265;0,000;0,000;
0,934;2,925;0,860;2,483;0,000;0,035;
0,936;2,255;0,882;1,971;0,000;0,315;
0,939;2,024;1,031;1,754;0,000;0,392;
0,941;1,905;0,899;1,612;0,000;0,359;
0,943;1,603;0,767;1,212;0,073;0,181;
0,945;1,155;0,405;0,985;0,882;0,000;
0,948;0,679;0,160;0,875;2,372;0,000;
0,950;0,414;0,030;0,696;4,561;0,038;
0,952;0,490;0,000;0,560;6,801;0,000;
0,955;0,620;0,000;0,414;8,924;0,000;
0,957;0,362;0,093;0,126;10,729;0,076;
0,959;0,000;0,193;0,000;12,525;0,163;
0,961;0,000;0,247;0,000;14,669;0,067;
0,964;0,000;0,209;0,000;17,440;0,000;
0,966;0,000;0,002;0,282;20,655;0,000;
0,968;0,036;0,000;0,768;24,009;0,000;
0,970;0,000;0,000;0,652;26,863;0,046;
0,973;0,000;0,000;0,191;28,813;0,000;
0,975;0,000;0,000;0,000;29,128;0,000;
0,977;0,000;0,000;0,000;26,969;0,000;
0,980;0,000;0,000;0,341;22,333;0,000;
0,982;0,000;0,000;2,505;15,999;0,000;
0,984;0,000;0,000;6,281;8,957;0,000;
0,986;0,000;0,094;11,418;3,101;0,000;
0,989;0,000;0,762;16,430;0,000;0,000;
0,991;0,797;1,659;19,281;0,000;0,210;
0,993;2,924;2,694;18,377;2,583;1,986;
0,995;5,228;3,512;14,088;6,272;3,601;
0,998;4,993;3,605;6,532;6,027;4,689;
